-----------------------------------------------------------------------------------------------------------
+--------+----------+----------+------------------------------------+------+----------+-----------+--------------+-------------+----------+---------------------------------------------------+
|accuracy|accuracy_x|accuracy_y|address                             |id    |lat       |lng        |speed         |time         |types     |uuid                                               |
|5.657   |null      |null      |null                                |970142|37.0371454|127.0507538|3.5432267     |1585728574925|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.333   |null      |null      |null                                |970143|37.0371645|127.0508504|3.4005558     |1585728576923|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970144|37.0372052|127.0509177|3.4707856     |1585728578919|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970145|37.0372583|127.0509983|3.239044      |1585728580903|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970146|37.0372896|127.0510553|3.4320025     |1585728582928|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970147|37.0373412|127.0511395|3.6340606     |1585728584904|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.432   |null      |null      |null                                |970148|37.0373977|127.0512173|3.667717      |1585728587028|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.765   |null      |null      |null                                |970149|37.0374641|127.051257 |3.3620453     |1585728588936|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.2     |null      |null      |null                                |970150|37.0375582|127.0512393|3.8116362     |1585728590938|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.333   |null      |null      |null                                |970151|37.0376428|127.05118  |4.1540117     |1585728592904|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.6     |null      |null      |null                                |970152|37.0377048|127.0511147|4.2396727     |1585728594971|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.6     |null      |null      |null                                |970153|37.0377595|127.0510484|4.2448874     |1585728596905|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970154|37.037812 |127.0509744|4.2336497     |1585728598900|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970155|37.0378637|127.0509008|4.3661184     |1585728600900|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.333   |null      |null      |null                                |970156|37.0379143|127.0508324|4.1326222     |1585728602899|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.4     |null      |null      |null                                |970157|37.0379623|127.0507733|3.705759      |1585728604907|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.78    |null      |null      |null                                |970158|37.0380005|127.0507243|3.157104      |1585728606903|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.466   |null      |null      |null                                |970159|37.0380346|127.0506837|2.5109043     |1585728608907|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.542   |null      |null      |null                                |970160|37.0380588|127.0506542|2.5735402     |1585728610896|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.833   |null      |null      |null                                |970161|37.0380952|127.0506171|2.6671984     |1585728613004|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.816   |null      |null      |null                                |970162|37.0381295|127.0505811|2.834683      |1585728614905|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.56    |null      |null      |null                                |970163|37.0381665|127.0505413|2.6118603     |1585728616903|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.483   |null      |null      |null                                |970164|37.0382024|127.0505071|2.5337741     |1585728618906|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.7     |null      |null      |null                                |970165|37.0382426|127.050485 |2.8169532     |1585728620899|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.068   |null      |null      |null                                |970166|37.0383102|127.050465 |3.8891854     |1585728622904|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.759   |null      |null      |null                                |970167|37.0383955|127.0504738|3.9501524     |1585728624897|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.902   |null      |null      |null                                |970168|37.0384651|127.0505185|3.7794514     |1585728626960|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.833   |null      |null      |null                                |970169|37.0385174|127.0505856|3.5546446     |1585728628897|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.842   |null      |null      |null                                |970170|37.0385443|127.0506523|2.857016      |1585728630895|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.76    |null      |null      |null                                |970171|37.0385532|127.0507121|2.3690612     |1585728632898|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.816   |null      |null      |null                                |970172|37.0385521|127.0507659|1.5361917     |1585728634894|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.8     |null      |null      |null                                |970173|37.038553 |127.0507771|1.0000634     |1585728636898|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.557   |null      |null      |null                                |970174|37.0385529|127.0507861|0.06266888    |1585728638897|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.557   |null      |null      |null                                |970175|37.0385526|127.0507803|0.0012753461  |1585728640894|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.166   |null      |null      |null                                |970176|37.0385525|127.0507784|2.0157265E-4  |1585728642909|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.0     |null      |null      |null                                |970177|37.0385525|127.050778 |9.29873E-5    |1585728644910|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970178|37.0385525|127.0507779|3.0829342E-5  |1585728646900|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970179|37.0385525|127.0507778|7.591372E-6   |1585728648888|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.285   |null      |null      |null                                |970180|37.0385525|127.0507778|1.985192E-6   |1585728650894|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.333   |null      |null      |null                                |970181|37.0385525|127.0507778|4.4585315E-7  |1585728652893|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970182|37.0385525|127.0507778|3.055125E-7   |1585728654888|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970183|37.0385525|127.0507778|1.3679634E-7  |1585728656897|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970184|37.0385525|127.0507778|6.249115E-8   |1585728658891|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.0     |null      |null      |null                                |970185|37.0385525|127.0507778|2.2733957E-8  |1585728660893|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.333   |null      |null      |null                                |970186|37.0385525|127.0507778|7.400306E-9   |1585728662896|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970187|37.0385525|127.0507778|1.761503E-9   |1585728664889|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970188|37.0385525|127.0507778|5.0233995E-10 |1585728666900|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.146   |null      |null      |null                                |970189|37.0385525|127.0507778|1.6188123E-10 |1585728668927|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.146   |null      |null      |null                                |970190|37.0385525|127.0507778|5.4431685E-11 |1585728670891|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970191|37.0385525|127.0507778|1.7976202E-11 |1585728672883|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.333   |null      |null      |null                                |970192|37.0385525|127.0507778|3.2645486E-12 |1585728674906|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.0     |null      |null      |null                                |970193|37.0385525|127.0507778|1.3756279E-12 |1585728676887|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970194|37.0385525|127.0507778|4.589264E-13  |1585728678882|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970195|37.0385525|127.0507778|2.0716554E-13 |1585728680891|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970196|37.0385525|127.0507778|9.113387E-14  |1585728682882|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970197|37.0385525|127.0507778|3.1392464E-14 |1585728684887|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.666   |null      |null      |null                                |970198|37.0385525|127.0507778|8.42118E-15   |1585728686908|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|10.285  |null      |null      |null                                |970199|37.0385525|127.0507778|3.6678284E-15 |1585728688883|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|10.857  |null      |null      |null                                |970200|37.0385525|127.0507778|3.889445E-15  |1585728690880|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|10.0    |null      |null      |null                                |970201|37.0385525|127.0507778|1.6961209E-15 |1585728692884|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.571   |null      |null      |null                                |970202|37.0385525|127.0507778|5.7900324E-16 |1585728694881|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970203|37.0385525|127.0507778|2.5019739E-16 |1585728696880|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970204|37.0385525|127.0507778|7.2241356E-17 |1585728698882|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970205|37.0385525|127.0507778|2.8643038E-17 |1585728700879|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970206|37.0385525|127.0507778|2.6580767E-17 |1585728702886|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970207|37.0385525|127.0507778|2.6029051E-17 |1585728704885|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970208|37.0385525|127.0507778|2.6635457E-17 |1585728706914|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970209|37.0385525|127.0507778|2.3099143E-17 |1585728708983|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970210|37.0385525|127.0507778|3.7143794E-17 |1585728710912|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.666   |null      |null      |null                                |970211|37.0385525|127.0507778|2.6353703E-17 |1585728712876|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970212|37.0385525|127.0507778|2.5797058E-17 |1585728714875|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970213|37.0385525|127.0507778|2.7433678E-17 |1585728716906|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970214|37.0385525|127.0507778|2.0001833E-17 |1585728718872|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970215|37.0385525|127.0507778|2.6791705E-17 |1585728720879|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970216|37.0385525|127.0507778|2.6568937E-17 |1585728722873|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.428   |null      |null      |null                                |970217|37.0385672|127.0508324|0.011695596   |1585728724873|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.666   |null      |null      |null                                |970218|37.0385725|127.0508501|0.0041183997  |1585728726876|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970219|37.0385747|127.0508566|6.988434E-4   |1585728728875|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970220|37.0385753|127.050858 |3.959076E-4   |1585728731028|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970221|37.0385755|127.0508585|1.2117104E-4  |1585728732926|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970222|37.0385756|127.0508587|2.9851648E-5  |1585728734907|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.428   |null      |null      |null                                |970223|37.0385756|127.0508588|1.0990694E-5  |1585728736873|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.428   |null      |null      |null                                |970224|37.0385756|127.0508588|1.4455186E-6  |1585728738871|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.333   |null      |null      |null                                |970225|37.0385756|127.0508588|8.802278E-7   |1585728740900|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.0     |null      |null      |null                                |970226|37.0385756|127.0508588|2.3490473E-7  |1585728742869|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.571   |null      |null      |null                                |970227|37.0385756|127.0508588|3.728692E-8   |1585728744868|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.285   |null      |null      |null                                |970228|37.0385756|127.0508588|1.4251971E-8  |1585728746864|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.333   |null      |null      |null                                |970229|37.0385756|127.0508588|1.9272386E-9  |1585728748873|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970230|37.0385756|127.0508588|7.7316503E-10 |1585728750866|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.666   |null      |null      |null                                |970231|37.0385756|127.0508588|1.9245927E-10 |1585728752882|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.666   |null      |null      |null                                |970232|37.0385756|127.0508588|4.7582677E-11 |1585728754875|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970233|37.0385756|127.0508588|1.6901121E-11 |1585728756872|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970234|37.0385756|127.0508588|2.8654353E-12 |1585728758899|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970235|37.0385756|127.0508588|1.4666135E-12 |1585728760868|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970236|37.0385756|127.0508588|4.991094E-13  |1585728762877|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970237|37.0385756|127.0508588|1.2120143E-13 |1585728764863|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.142   |null      |null      |null                                |970238|37.0385756|127.0508588|3.458431E-14  |1585728766863|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.35    |null      |null      |null                                |970239|37.0385756|127.0508588|1.4543383E-14 |1585728768875|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.3     |null      |null      |null                                |970240|37.0385687|127.0508282|0.014334383   |1585728770862|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.871   |null      |null      |null                                |970241|37.038566 |127.0508167|0.0027350353  |1585728772862|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|10.333  |null      |null      |null                                |970242|37.0385626|127.0508027|0.0024324788  |1585728774949|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|10.0    |null      |null      |null                                |970243|37.038561 |127.0507972|0.0011394983  |1585728776994|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970244|37.0385603|127.050795 |4.4452032E-4  |1585728778869|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970245|37.0385599|127.0507939|1.5226418E-4  |1585728780861|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970246|37.0385598|127.0507936|6.835989E-5   |1585728782879|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970247|37.0385597|127.0507934|3.0500918E-5  |1585728784864|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.142   |null      |null      |null                                |970248|37.0385597|127.0507933|1.0640894E-5  |1585728786863|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970249|37.0385597|127.0507933|3.5545875E-6  |1585728788860|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.857   |null      |null      |null                                |970250|37.0385597|127.0507933|3.7934498E-7  |1585728790862|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970251|37.0385597|127.0507933|4.7007978E-7  |1585728792867|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970252|37.0385597|127.0507933|1.07427226E-7 |1585728794858|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.333   |null      |null      |null                                |970253|37.0385597|127.0507933|2.8167525E-8  |1585728796859|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.2     |null      |null      |null                                |970254|37.0385597|127.0507933|1.25229525E-8 |1585728798920|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970255|37.0385597|127.0507933|4.0336086E-9  |1585728800868|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970256|37.0385597|127.0507933|2.5015692E-9  |1585728802859|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.857   |null      |null      |null                                |970257|37.0385597|127.0507933|5.65636E-10   |1585728804863|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.666   |null      |null      |null                                |970258|37.0385597|127.0507933|2.366444E-10  |1585728806859|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.666   |null      |null      |null                                |970259|37.0385597|127.0507933|2.6906916E-11 |1585728808852|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.428   |null      |null      |null                                |970260|37.0385597|127.0507933|2.190272E-11  |1585728810851|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.714   |null      |null      |null                                |970261|37.0385597|127.0507933|6.8913677E-12 |1585728812850|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970262|37.0385597|127.0507933|1.6439864E-12 |1585728814928|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970263|37.0385597|127.0507933|6.1251124E-13 |1585728816854|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970264|37.0385597|127.0507933|2.4359505E-13 |1585728819079|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970265|37.0385597|127.0507933|4.9125E-14    |1585728820858|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970266|37.0385597|127.0507933|1.7255354E-14 |1585728822860|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970267|37.0385597|127.0507933|3.3886586E-15 |1585728824879|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.333   |null      |null      |null                                |970268|37.0385597|127.0507933|1.0842964E-15 |1585728826864|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.666   |null      |null      |null                                |970269|37.0385597|127.0507933|6.210504E-16  |1585728828856|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.666   |null      |null      |null                                |970270|37.0385597|127.0507933|1.6674614E-16 |1585728830873|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.285   |null      |null      |null                                |970271|37.0385597|127.0507933|4.37069E-17   |1585728832844|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970272|37.0385597|127.0507933|3.098433E-17  |1585728834862|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.571   |null      |null      |null                                |970273|37.0385597|127.0507933|2.7529883E-17 |1585728836856|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.6     |null      |null      |null                                |970274|37.0385597|127.0507933|2.6735725E-17 |1585728838849|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.333   |null      |null      |null                                |970275|37.0385597|127.0507933|4.053753E-17  |1585728840883|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.857   |null      |null      |null                                |970276|37.0385597|127.0507933|4.100107E-17  |1585728842846|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970277|37.0385597|127.0507933|2.928921E-17  |1585728844852|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970278|37.0385597|127.0507933|4.1401564E-17 |1585728846848|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970279|37.0385597|127.0507933|4.1030868E-17 |1585728848851|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970280|37.0385597|127.0507933|4.0710518E-17 |1585728850850|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970281|37.0385597|127.0507933|3.8956547E-17 |1585728852850|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970282|37.0385597|127.0507933|2.7769962E-17 |1585728854847|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970283|37.0385597|127.0507933|4.150707E-17  |1585728856848|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970284|37.0385597|127.0507933|4.13341E-17   |1585728858857|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970285|37.0385597|127.0507933|4.048645E-17  |1585728860844|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970286|37.0385597|127.0507933|3.8764777E-17 |1585728862840|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970287|37.0385597|127.0507933|2.7188748E-17 |1585728864849|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970288|37.0385597|127.0507933|4.1224147E-17 |1585728866846|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970289|37.0385597|127.0507933|4.1434152E-17 |1585728868851|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970290|37.0385597|127.0507933|4.047681E-17  |1585728870842|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970291|37.0385597|127.0507933|3.5924676E-17 |1585728872843|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970292|37.0385597|127.0507933|3.8585282E-17 |1585728874848|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970293|37.0385597|127.0507933|4.177073E-17  |1585728876841|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.571   |null      |null      |null                                |970294|37.0385597|127.0507933|2.7828976E-17 |1585728878843|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.666   |null      |null      |null                                |970295|37.0385597|127.0507933|2.7427934E-17 |1585728880851|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970296|37.0385597|127.0507933|2.7117798E-17 |1585728882851|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970297|37.0385597|127.0507933|2.5918947E-17 |1585728884837|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970298|37.0385597|127.0507933|2.5820509E-17 |1585728886834|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970299|37.0385597|127.0507933|2.6792335E-17 |1585728888844|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970300|37.0385597|127.0507933|2.800744E-17  |1585728890949|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970301|37.0385597|127.0507933|2.6404695E-17 |1585728892837|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.0     |null      |null      |null                                |970302|37.0385597|127.0507933|2.6832409E-17 |1585728894844|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
